State,state fips code,county fips code,debt,latitude,longitude,City,Institution Type,Official Program Pass/Zone/Fail,Annual Earnings,Field Study Grouped,,
CA,6,71,3456,"36,778261","-119,417932",LOMA LINDA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,77900,Health field,,
CA,6,37,50,"36,778261","-119,417932",LONG BEACH,PUBLIC 2 TO 3 YEARS,PASS,26020,Sciences,,
CA,6,37,228,"36,778261","-119,417932",LONG BEACH,PUBLIC 2 TO 3 YEARS,PASS,26020,Sciences,,
CA,6,37,50,"36,778261","-119,417932",LONG BEACH,PUBLIC 2 TO 3 YEARS,PASS,26020,Sciences,,
CA,6,37,50,"36,778261","-119,417932",LONG BEACH,PUBLIC 2 TO 3 YEARS,PASS,26020,Sciences,,
CA,6,37,90,"36,778261","-119,417932",LONG BEACH,PUBLIC 2 TO 3 YEARS,PASS,26020,Sciences,,
CA,6,37,638,"36,778261","-119,417932",LONG BEACH,PUBLIC 2 TO 3 YEARS,PASS,26020,Sciences,,
CA,6,37,50,"36,778261","-119,417932",LONG BEACH,PUBLIC 2 TO 3 YEARS,PASS,26020,Sciences,,
CA,6,37,50,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,37,50,"36,778261","-119,417932",WILMINGTON,PUBLIC 2 TO 3 YEARS,PASS,83055,Sciences,,
CA,6,37,50,"36,778261","-119,417932",WOODLAND HILLS,PUBLIC 2 TO 3 YEARS,PASS,17259,Others,,
CA,6,37,50,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,37,50,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,37,50,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,37,50,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,37,50,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,37,50,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,67,408,"36,778261","-119,417932",SACRAMENTO,PUBLIC 2 TO 3 YEARS,PASS,12015,Others,,
CA,6,47,1,"36,778261","-119,417932",MERCED,PUBLIC 2 TO 3 YEARS,PASS,41248,Health field,,
CA,6,1,1537,"36,778261","-119,417932",OAKLAND,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59234,Health field,,
CA,6,65,50,"36,778261","-119,417932",SAN JACINTO,PUBLIC 2 TO 3 YEARS,PASS,31628,Health field,,
CA,6,55,50,"36,778261","-119,417932",NAPA,PUBLIC 2 TO 3 YEARS,PASS,53631,Sciences,,
CA,6,55,50,"36,778261","-119,417932",NAPA,PUBLIC 2 TO 3 YEARS,PASS,53631,Sciences,,
CA,6,59,50,"36,778261","-119,417932",COSTA MESA,PUBLIC 2 TO 3 YEARS,PASS,21731,Health field,,
CA,6,1,50,"36,778261","-119,417932",OAKLAND,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59234,Health field,,
CA,6,1,50,"36,778261","-119,417932",OAKLAND,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59234,Health field,,
CA,6,65,50,"36,778261","-119,417932",RIVERSIDE,PUBLIC 2 TO 3 YEARS,PASS,16018,Others,,
CA,6,73,50,"36,778261","-119,417932",SAN DIEGO,PUBLIC 2 TO 3 YEARS,PASS,13719,Others,,
CA,6,73,50,"36,778261","-119,417932",SAN DIEGO,PUBLIC 2 TO 3 YEARS,PASS,13719,Others,,
CA,6,73,545,"36,778261","-119,417932",SAN DIEGO,PUBLIC 2 TO 3 YEARS,PASS,13719,Others,,
CA,6,77,50,"36,778261","-119,417932",STOCKTON,PUBLIC 2 TO 3 YEARS,PASS,33710,Sciences,,
CA,6,85,50,"36,778261","-119,417932",SAN JOSE,PROPRIETARY 4 YEARS OR MORE,PASS,34768,Sciences,,
CA,6,85,50,"36,778261","-119,417932",SAN JOSE,PROPRIETARY 4 YEARS OR MORE,PASS,34768,Sciences,,
CA,6,37,50,"36,778261","-119,417932",SANTA MONICA,PUBLIC 4 YEARS OR MORE,PASS,15367,Others,,
CA,6,37,50,"36,778261","-119,417932",SANTA MONICA,PUBLIC 4 YEARS OR MORE,PASS,15367,Others,,
CA,6,55,50,"36,778261","-119,417932",FAIRFIELD,PUBLIC 2 TO 3 YEARS,PASS,16058,Others,,
CA,6,19,50,"36,778261","-119,417932",REEDLEY,PUBLIC 2 TO 3 YEARS,PASS,12682,Others,,
CA,6,19,50,"36,778261","-119,417932",REEDLEY,PUBLIC 2 TO 3 YEARS,PASS,12682,Others,,
CA,6,19,50,"36,778261","-119,417932",REEDLEY,PUBLIC 2 TO 3 YEARS,PASS,12682,Others,,
CA,6,19,50,"36,778261","-119,417932",REEDLEY,PUBLIC 2 TO 3 YEARS,PASS,12682,Others,,
CA,6,19,50,"36,778261","-119,417932",REEDLEY,PUBLIC 2 TO 3 YEARS,PASS,12682,Others,,
CA,6,95,3590,"36,778261","-119,417932",DAVIS,PUBLIC 4 YEARS OR MORE,PASS,114781,Health field,,
CA,6,37,5593,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,71,120,"36,778261","-119,417932",VICTORVILLE,PUBLIC 2 TO 3 YEARS,PASS,15289,Sciences,,
CA,6,71,50,"36,778261","-119,417932",VICTORVILLE,PUBLIC 2 TO 3 YEARS,PASS,15289,Sciences,,
CO,8,5,655,"39,550051","-105,782067",LITTLETON,PUBLIC 2 TO 3 YEARS,PASS,48591,Sciences,,
CO,8,99,979,"39,550051","-105,782067",LAMAR,PUBLIC 2 TO 3 YEARS,PASS,9950,Others,,
CO,8,75,1288,"39,550051","-105,782067",STERLING,PUBLIC 2 TO 3 YEARS,PASS,12188,Others,,
CO,8,11,759,"39,550051","-105,782067",LA JUNTA,PUBLIC 2 TO 3 YEARS,PASS,12476,Others,,
CO,8,11,897,"39,550051","-105,782067",LA JUNTA,PUBLIC 2 TO 3 YEARS,PASS,12476,Others,,
CO,8,71,82,"39,550051","-105,782067",TRINIDAD,PUBLIC 2 TO 3 YEARS,PASS,11107,Others,,
CO,8,71,50,"39,550051","-105,782067",TRINIDAD,PUBLIC 2 TO 3 YEARS,PASS,11107,Others,,
CO,8,71,433,"39,550051","-105,782067",TRINIDAD,PUBLIC 2 TO 3 YEARS,PASS,11107,Others,,
CO,8,71,37,"39,550051","-105,782067",TRINIDAD,PUBLIC 2 TO 3 YEARS,PASS,11107,Others,,
CO,8,1,2129,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,2308,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,1940,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CT,9,3,1732,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,5,2637,"41,603221","-73,087749",WATERBURY,PROPRIETARY 4 YEARS OR MORE,PASS,35944,Others,,
CT,9,5,1742,"41,603221","-73,087749",WATERBURY,PROPRIETARY 4 YEARS OR MORE,PASS,35944,Others,,
CT,9,5,2088,"41,603221","-73,087749",WATERBURY,PROPRIETARY 4 YEARS OR MORE,PASS,35944,Others,,
CT,9,5,2754,"41,603221","-73,087749",WATERBURY,PROPRIETARY 4 YEARS OR MORE,PASS,35944,Others,,
CT,9,5,2142,"41,603221","-73,087749",WATERBURY,PROPRIETARY 4 YEARS OR MORE,PASS,35944,Others,,
CT,9,5,2881,"41,603221","-73,087749",WATERBURY,PROPRIETARY 4 YEARS OR MORE,PASS,35944,Others,,
CT,9,5,2031,"41,603221","-73,087749",WATERBURY,PROPRIETARY 4 YEARS OR MORE,PASS,35944,Others,,
CT,9,5,2418,"41,603221","-73,087749",WATERBURY,PROPRIETARY 4 YEARS OR MORE,PASS,35944,Others,,
CT,9,9,1284,"41,603221","-73,087749",NEW HAVEN,PUBLIC 4 YEARS OR MORE,PASS,90235,"Literature, Education & Human Sciences",,
CT,9,9,1798,"41,603221","-73,087749",NEW HAVEN,PUBLIC 4 YEARS OR MORE,PASS,90235,"Literature, Education & Human Sciences",,
DE,10,3,1763,"38,910832","-75,52767",NEWARK,PUBLIC 4 YEARS OR MORE,PASS,46283,Others,,
DC,11,1,50,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,1726,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,3318,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2817,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,3025,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2775,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2853,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,3080,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2856,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,3213,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2875,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2900,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,3404,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,1646,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2835,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,3111,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,1852,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2883,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,3302,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,2926,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
DC,11,1,3496,"38,905985","-77,033418",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
FL,12,9,483,"27,664827","-81,515754",COCOA,PUBLIC 4 YEARS OR MORE,PASS,12254,Others,,
FL,12,9,50,"27,664827","-81,515754",COCOA,PUBLIC 4 YEARS OR MORE,PASS,12254,Others,,
FL,12,9,50,"27,664827","-81,515754",COCOA,PUBLIC 4 YEARS OR MORE,PASS,12254,Others,,
FL,12,9,483,"27,664827","-81,515754",COCOA,PUBLIC 4 YEARS OR MORE,PASS,12254,Others,,
FL,12,9,50,"27,664827","-81,515754",COCOA,PUBLIC 4 YEARS OR MORE,PASS,12254,Others,,
FL,12,9,483,"27,664827","-81,515754",COCOA,PUBLIC 4 YEARS OR MORE,PASS,12254,Others,,
FL,12,9,604,"27,664827","-81,515754",COCOA,PUBLIC 4 YEARS OR MORE,PASS,12254,Others,,
FL,12,83,50,"27,664827","-81,515754",OCALA,PUBLIC 4 YEARS OR MORE,PASS,14109,Others,,
FL,12,83,50,"27,664827","-81,515754",OCALA,PUBLIC 4 YEARS OR MORE,PASS,14109,Others,,
FL,12,127,372,"27,664827","-81,515754",DAYTONA BEACH,PUBLIC 4 YEARS OR MORE,PASS,14437,Others,,
FL,12,127,350,"27,664827","-81,515754",DAYTONA BEACH,PUBLIC 4 YEARS OR MORE,PASS,14437,Others,,
FL,12,127,269,"27,664827","-81,515754",DAYTONA BEACH,PUBLIC 4 YEARS OR MORE,PASS,14437,Others,,
FL,12,127,301,"27,664827","-81,515754",DAYTONA BEACH,PUBLIC 4 YEARS OR MORE,PASS,14437,Others,,
FL,12,127,421,"27,664827","-81,515754",DAYTONA BEACH,PUBLIC 4 YEARS OR MORE,PASS,14437,Others,,
FL,12,3,387,"27,664827","-81,515754",JACKSONVILLE,PUBLIC 4 YEARS OR MORE,PASS,15562,Others,,
FL,12,3,241,"27,664827","-81,515754",JACKSONVILLE,PUBLIC 4 YEARS OR MORE,PASS,15562,Others,,
FL,12,3,581,"27,664827","-81,515754",JACKSONVILLE,PUBLIC 4 YEARS OR MORE,PASS,15562,Others,,
FL,12,3,621,"27,664827","-81,515754",JACKSONVILLE,PUBLIC 4 YEARS OR MORE,PASS,15562,Others,,
FL,12,3,400,"27,664827","-81,515754",JACKSONVILLE,PUBLIC 4 YEARS OR MORE,PASS,15562,Others,,
FL,12,3,223,"27,664827","-81,515754",JACKSONVILLE,PUBLIC 4 YEARS OR MORE,PASS,15562,Others,,
FL,12,3,310,"27,664827","-81,515754",JACKSONVILLE,PUBLIC 4 YEARS OR MORE,PASS,15562,Others,,
FL,12,5,50,"27,664827","-81,515754",PANAMA CITY,PUBLIC 4 YEARS OR MORE,PASS,26582,Health field,,
FL,12,5,50,"27,664827","-81,515754",PANAMA CITY,PUBLIC 4 YEARS OR MORE,PASS,26582,Health field,,
FL,12,111,250,"27,664827","-81,515754",FORT PIERCE,PUBLIC 4 YEARS OR MORE,PASS,12165,Others,,
FL,12,111,50,"27,664827","-81,515754",FORT PIERCE,PUBLIC 4 YEARS OR MORE,PASS,12165,Others,,
FL,12,111,370,"27,664827","-81,515754",FORT PIERCE,PUBLIC 4 YEARS OR MORE,PASS,12165,Others,,
FL,12,111,50,"27,664827","-81,515754",FORT PIERCE,PUBLIC 4 YEARS OR MORE,PASS,12165,Others,,
FL,12,111,50,"27,664827","-81,515754",FORT PIERCE,PUBLIC 4 YEARS OR MORE,PASS,12165,Others,,
FL,12,111,50,"27,664827","-81,515754",FORT PIERCE,PUBLIC 4 YEARS OR MORE,PASS,12165,Others,,
FL,12,57,1905,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,1600,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,1420,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,1501,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,1497,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,1658,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,1429,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
